"No.","Time","Source","Destination","Protocol","Length","Info"
"742","4.392408","192.168.79.132","192.168.79.131","TCP","60","2250  >  80 [SYN] Seq=0 Win=512 Len=0"
"743","4.393992","192.168.79.132","192.168.79.131","TCP","60","2251  >  80 [SYN] Seq=0 Win=512 Len=0"
"744","4.395600","192.168.79.132","192.168.79.131","TCP","60","2252  >  80 [SYN] Seq=0 Win=512 Len=0"
"745","4.396793","192.168.79.132","192.168.79.131","TCP","60","2253  >  80 [SYN] Seq=0 Win=512 Len=0"
"746","4.398017","192.168.79.132","192.168.79.131","TCP","60","2254  >  80 [SYN] Seq=0 Win=512 Len=0"
"747","4.405237","192.168.79.132","192.168.79.131","TCP","60","2255  >  80 [SYN] Seq=0 Win=512 Len=0"
"748","4.406732","192.168.79.132","192.168.79.131","TCP","60","2256  >  80 [SYN] Seq=0 Win=512 Len=0"
"749","4.408294","192.168.79.132","192.168.79.131","TCP","60","2257  >  80 [SYN] Seq=0 Win=512 Len=0"
"750","4.409904","192.168.79.132","192.168.79.131","TCP","60","2258  >  80 [SYN] Seq=0 Win=512 Len=0"
"751","4.411450","192.168.79.132","192.168.79.131","TCP","60","2259  >  80 [SYN] Seq=0 Win=512 Len=0"
"752","4.413088","192.168.79.132","192.168.79.131","TCP","60","2260  >  80 [SYN] Seq=0 Win=512 Len=0"
"753","4.414766","192.168.79.132","192.168.79.131","TCP","60","2261  >  80 [SYN] Seq=0 Win=512 Len=0"
"754","4.415905","192.168.79.132","192.168.79.131","TCP","60","2262  >  80 [SYN] Seq=0 Win=512 Len=0"
"755","4.417276","192.168.79.132","192.168.79.131","TCP","60","2263  >  80 [SYN] Seq=0 Win=512 Len=0"
"756","4.418807","192.168.79.132","192.168.79.131","TCP","60","2264  >  80 [SYN] Seq=0 Win=512 Len=0"
"757","4.419649","192.168.79.132","192.168.79.131","TCP","60","2265  >  80 [SYN] Seq=0 Win=512 Len=0"
"758","4.420823","192.168.79.132","192.168.79.131","TCP","60","2266  >  80 [SYN] Seq=0 Win=512 Len=0"
"759","4.421986","192.168.79.132","192.168.79.131","TCP","60","2267  >  80 [SYN] Seq=0 Win=512 Len=0"
"760","4.423178","192.168.79.132","192.168.79.131","TCP","60","2268  >  80 [SYN] Seq=0 Win=512 Len=0"
"761","4.424302","192.168.79.132","192.168.79.131","TCP","60","2269  >  80 [SYN] Seq=0 Win=512 Len=0"
"762","4.425437","192.168.79.132","192.168.79.131","TCP","60","2270  >  80 [SYN] Seq=0 Win=512 Len=0"
"763","4.426516","192.168.79.132","192.168.79.131","TCP","60","2271  >  80 [SYN] Seq=0 Win=512 Len=0"
"764","4.427898","192.168.79.132","192.168.79.131","TCP","60","2272  >  80 [SYN] Seq=0 Win=512 Len=0"
"765","4.429265","192.168.79.132","192.168.79.131","TCP","60","2273  >  80 [SYN] Seq=0 Win=512 Len=0"
"766","4.430438","192.168.79.132","192.168.79.131","TCP","60","2274  >  80 [SYN] Seq=0 Win=512 Len=0"
"767","4.431483","192.168.79.132","192.168.79.131","TCP","60","2275  >  80 [SYN] Seq=0 Win=512 Len=0"
"768","4.432768","192.168.79.132","192.168.79.131","TCP","60","2276  >  80 [SYN] Seq=0 Win=512 Len=0"
"769","4.434571","192.168.79.132","192.168.79.131","TCP","60","2277  >  80 [SYN] Seq=0 Win=512 Len=0"
"770","4.435751","192.168.79.132","192.168.79.131","TCP","60","2278  >  80 [SYN] Seq=0 Win=512 Len=0"
"771","4.437097","192.168.79.132","192.168.79.131","TCP","60","2279  >  80 [SYN] Seq=0 Win=512 Len=0"
"772","4.438249","192.168.79.132","192.168.79.131","TCP","60","2280  >  80 [SYN] Seq=0 Win=512 Len=0"
"773","4.439393","192.168.79.132","192.168.79.131","TCP","60","2281  >  80 [SYN] Seq=0 Win=512 Len=0"
"774","4.440558","192.168.79.132","192.168.79.131","TCP","60","2282  >  80 [SYN] Seq=0 Win=512 Len=0"
"775","4.441768","192.168.79.132","192.168.79.131","TCP","60","2283  >  80 [SYN] Seq=0 Win=512 Len=0"
"776","4.442875","192.168.79.132","192.168.79.131","TCP","60","2284  >  80 [SYN] Seq=0 Win=512 Len=0"
"777","4.444166","192.168.79.132","192.168.79.131","TCP","60","2285  >  80 [SYN] Seq=0 Win=512 Len=0"
"778","4.445363","192.168.79.132","192.168.79.131","TCP","60","2286  >  80 [SYN] Seq=0 Win=512 Len=0"
"779","4.446776","192.168.79.132","192.168.79.131","TCP","60","2287  >  80 [SYN] Seq=0 Win=512 Len=0"
"780","4.448843","192.168.79.132","192.168.79.131","TCP","60","2288  >  80 [SYN] Seq=0 Win=512 Len=0"
"781","4.448843","192.168.79.132","192.168.79.131","TCP","60","2289  >  80 [SYN] Seq=0 Win=512 Len=0"
"782","4.450122","192.168.79.132","192.168.79.131","TCP","60","2290  >  80 [SYN] Seq=0 Win=512 Len=0"
"783","4.451274","192.168.79.132","192.168.79.131","TCP","60","2291  >  80 [SYN] Seq=0 Win=512 Len=0"
"784","4.452725","192.168.79.132","192.168.79.131","TCP","60","2292  >  80 [SYN] Seq=0 Win=512 Len=0"
"785","4.453927","192.168.79.132","192.168.79.131","TCP","60","2293  >  80 [SYN] Seq=0 Win=512 Len=0"
"786","4.455201","192.168.79.132","192.168.79.131","TCP","60","2294  >  80 [SYN] Seq=0 Win=512 Len=0"
"787","4.456429","192.168.79.132","192.168.79.131","TCP","60","2295  >  80 [SYN] Seq=0 Win=512 Len=0"
"788","4.457792","192.168.79.132","192.168.79.131","TCP","60","2296  >  80 [SYN] Seq=0 Win=512 Len=0"
"789","4.459096","192.168.79.132","192.168.79.131","TCP","60","2297  >  80 [SYN] Seq=0 Win=512 Len=0"
"790","4.460389","192.168.79.132","192.168.79.131","TCP","60","2298  >  80 [SYN] Seq=0 Win=512 Len=0"
"791","4.461612","192.168.79.132","192.168.79.131","TCP","60","2299  >  80 [SYN] Seq=0 Win=512 Len=0"
"792","4.462902","192.168.79.132","192.168.79.131","TCP","60","2300  >  80 [SYN] Seq=0 Win=512 Len=0"
"793","4.464447","192.168.79.132","192.168.79.131","TCP","60","2301  >  80 [SYN] Seq=0 Win=512 Len=0"
"794","4.466443","192.168.79.132","192.168.79.131","TCP","60","2302  >  80 [SYN] Seq=0 Win=512 Len=0"
"795","4.467463","192.168.79.132","192.168.79.131","TCP","60","2303  >  80 [SYN] Seq=0 Win=512 Len=0"
"796","4.468944","192.168.79.132","192.168.79.131","TCP","60","2304  >  80 [SYN] Seq=0 Win=512 Len=0"
"797","4.470553","192.168.79.132","192.168.79.131","TCP","60","2305  >  80 [SYN] Seq=0 Win=512 Len=0"
"798","4.471865","192.168.79.132","192.168.79.131","TCP","60","2306  >  80 [SYN] Seq=0 Win=512 Len=0"
"799","4.473142","192.168.79.132","192.168.79.131","TCP","60","2307  >  80 [SYN] Seq=0 Win=512 Len=0"
"800","4.474310","192.168.79.132","192.168.79.131","TCP","60","2308  >  80 [SYN] Seq=0 Win=512 Len=0"
"801","4.475884","192.168.79.132","192.168.79.131","TCP","60","2309  >  80 [SYN] Seq=0 Win=512 Len=0"
"802","4.477163","192.168.79.132","192.168.79.131","TCP","60","2310  >  80 [SYN] Seq=0 Win=512 Len=0"
"803","4.478325","192.168.79.132","192.168.79.131","TCP","60","2311  >  80 [SYN] Seq=0 Win=512 Len=0"
"804","4.479699","192.168.79.132","192.168.79.131","TCP","60","2312  >  80 [SYN] Seq=0 Win=512 Len=0"
"805","4.480978","192.168.79.132","192.168.79.131","TCP","60","2313  >  80 [SYN] Seq=0 Win=512 Len=0"
"806","4.482312","192.168.79.132","192.168.79.131","TCP","60","2314  >  80 [SYN] Seq=0 Win=512 Len=0"
"807","4.483550","192.168.79.132","192.168.79.131","TCP","60","2315  >  80 [SYN] Seq=0 Win=512 Len=0"
"808","4.484808","192.168.79.132","192.168.79.131","TCP","60","2316  >  80 [SYN] Seq=0 Win=512 Len=0"
"809","4.486093","192.168.79.132","192.168.79.131","TCP","60","2317  >  80 [SYN] Seq=0 Win=512 Len=0"
"810","4.487288","192.168.79.132","192.168.79.131","TCP","60","2318  >  80 [SYN] Seq=0 Win=512 Len=0"
"811","4.488528","192.168.79.132","192.168.79.131","TCP","60","2319  >  80 [SYN] Seq=0 Win=512 Len=0"
"812","4.489824","192.168.79.132","192.168.79.131","TCP","60","2320  >  80 [SYN] Seq=0 Win=512 Len=0"
"813","4.490942","192.168.79.132","192.168.79.131","TCP","60","2321  >  80 [SYN] Seq=0 Win=512 Len=0"
"814","4.492156","192.168.79.132","192.168.79.131","TCP","60","2322  >  80 [SYN] Seq=0 Win=512 Len=0"
"815","4.493502","192.168.79.132","192.168.79.131","TCP","60","2323  >  80 [SYN] Seq=0 Win=512 Len=0"
"816","4.494624","192.168.79.132","192.168.79.131","TCP","60","2324  >  80 [SYN] Seq=0 Win=512 Len=0"
"817","4.496018","192.168.79.132","192.168.79.131","TCP","60","2325  >  80 [SYN] Seq=0 Win=512 Len=0"
"818","4.497297","192.168.79.132","192.168.79.131","TCP","60","2326  >  80 [SYN] Seq=0 Win=512 Len=0"
"819","4.498615","192.168.79.132","192.168.79.131","TCP","60","2327  >  80 [SYN] Seq=0 Win=512 Len=0"
"820","4.499781","192.168.79.132","192.168.79.131","TCP","60","2328  >  80 [SYN] Seq=0 Win=512 Len=0"
"821","4.501024","192.168.79.132","192.168.79.131","TCP","60","2329  >  80 [SYN] Seq=0 Win=512 Len=0"
"822","4.502583","192.168.79.132","192.168.79.131","TCP","60","2330  >  80 [SYN] Seq=0 Win=512 Len=0"
"823","4.504413","192.168.79.132","192.168.79.131","TCP","60","2331  >  80 [SYN] Seq=0 Win=512 Len=0"
"824","4.505690","192.168.79.132","192.168.79.131","TCP","60","2332  >  80 [SYN] Seq=0 Win=512 Len=0"
"825","4.507006","192.168.79.132","192.168.79.131","TCP","60","2333  >  80 [SYN] Seq=0 Win=512 Len=0"
"826","4.508278","192.168.79.132","192.168.79.131","TCP","60","2334  >  80 [SYN] Seq=0 Win=512 Len=0"
"827","4.509445","192.168.79.132","192.168.79.131","TCP","60","2335  >  80 [SYN] Seq=0 Win=512 Len=0"
"828","4.510891","192.168.79.132","192.168.79.131","TCP","60","2336  >  80 [SYN] Seq=0 Win=512 Len=0"
"829","4.512278","192.168.79.132","192.168.79.131","TCP","60","2337  >  80 [SYN] Seq=0 Win=512 Len=0"
"830","4.513547","192.168.79.132","192.168.79.131","TCP","60","2338  >  80 [SYN] Seq=0 Win=512 Len=0"
"831","4.514838","192.168.79.132","192.168.79.131","TCP","60","2339  >  80 [SYN] Seq=0 Win=512 Len=0"
"832","4.516222","192.168.79.132","192.168.79.131","TCP","60","2340  >  80 [SYN] Seq=0 Win=512 Len=0"
"833","4.517561","192.168.79.132","192.168.79.131","TCP","60","2341  >  80 [SYN] Seq=0 Win=512 Len=0"
"834","4.519413","192.168.79.132","192.168.79.131","TCP","60","2342  >  80 [SYN] Seq=0 Win=512 Len=0"
"835","4.520336","192.168.79.132","192.168.79.131","TCP","60","2343  >  80 [SYN] Seq=0 Win=512 Len=0"
"836","4.522320","192.168.79.132","192.168.79.131","TCP","60","2344  >  80 [SYN] Seq=0 Win=512 Len=0"
"837","4.523726","192.168.79.132","192.168.79.131","TCP","60","2345  >  80 [SYN] Seq=0 Win=512 Len=0"
"838","4.525332","192.168.79.132","192.168.79.131","TCP","60","2346  >  80 [SYN] Seq=0 Win=512 Len=0"
"839","4.526658","192.168.79.132","192.168.79.131","TCP","60","2347  >  80 [SYN] Seq=0 Win=512 Len=0"
"840","4.527897","192.168.79.132","192.168.79.131","TCP","60","2348  >  80 [SYN] Seq=0 Win=512 Len=0"
"841","4.529176","192.168.79.132","192.168.79.131","TCP","60","2349  >  80 [SYN] Seq=0 Win=512 Len=0"
"842","4.530414","192.168.79.132","192.168.79.131","TCP","60","2350  >  80 [SYN] Seq=0 Win=512 Len=0"
"843","4.531813","192.168.79.132","192.168.79.131","TCP","60","2351  >  80 [SYN] Seq=0 Win=512 Len=0"
"844","4.533163","192.168.79.132","192.168.79.131","TCP","60","2352  >  80 [SYN] Seq=0 Win=512 Len=0"
"845","4.534517","192.168.79.132","192.168.79.131","TCP","60","2353  >  80 [SYN] Seq=0 Win=512 Len=0"
"846","4.536091","192.168.79.132","192.168.79.131","TCP","60","2354  >  80 [SYN] Seq=0 Win=512 Len=0"
"847","4.537826","192.168.79.132","192.168.79.131","TCP","60","2355  >  80 [SYN] Seq=0 Win=512 Len=0"
"848","4.539076","192.168.79.132","192.168.79.131","TCP","60","2356  >  80 [SYN] Seq=0 Win=512 Len=0"
"849","4.540573","192.168.79.132","192.168.79.131","TCP","60","2357  >  80 [SYN] Seq=0 Win=512 Len=0"
"850","4.541746","192.168.79.132","192.168.79.131","TCP","60","2358  >  80 [SYN] Seq=0 Win=512 Len=0"
"851","4.543010","192.168.79.132","192.168.79.131","TCP","60","2359  >  80 [SYN] Seq=0 Win=512 Len=0"
"852","4.544219","192.168.79.132","192.168.79.131","TCP","60","2360  >  80 [SYN] Seq=0 Win=512 Len=0"
"853","4.545680","192.168.79.132","192.168.79.131","TCP","60","2361  >  80 [SYN] Seq=0 Win=512 Len=0"
"854","4.546849","192.168.79.132","192.168.79.131","TCP","60","2362  >  80 [SYN] Seq=0 Win=512 Len=0"
"855","4.548286","192.168.79.132","192.168.79.131","TCP","60","2363  >  80 [SYN] Seq=0 Win=512 Len=0"
"856","4.549594","192.168.79.132","192.168.79.131","TCP","60","2364  >  80 [SYN] Seq=0 Win=512 Len=0"
"857","4.550953","192.168.79.132","192.168.79.131","TCP","60","2365  >  80 [SYN] Seq=0 Win=512 Len=0"
"858","4.552824","192.168.79.132","192.168.79.131","TCP","60","2366  >  80 [SYN] Seq=0 Win=512 Len=0"
"859","4.553911","192.168.79.132","192.168.79.131","TCP","60","2367  >  80 [SYN] Seq=0 Win=512 Len=0"
"860","4.555125","192.168.79.132","192.168.79.131","TCP","60","2368  >  80 [SYN] Seq=0 Win=512 Len=0"
"861","4.556643","192.168.79.132","192.168.79.131","TCP","60","2369  >  80 [SYN] Seq=0 Win=512 Len=0"
"862","4.557743","192.168.79.132","192.168.79.131","TCP","60","2370  >  80 [SYN] Seq=0 Win=512 Len=0"
"863","4.559127","192.168.79.132","192.168.79.131","TCP","60","2371  >  80 [SYN] Seq=0 Win=512 Len=0"
"864","4.560850","192.168.79.132","192.168.79.131","TCP","60","2372  >  80 [SYN] Seq=0 Win=512 Len=0"
"865","4.562096","192.168.79.132","192.168.79.131","TCP","60","2373  >  80 [SYN] Seq=0 Win=512 Len=0"
"866","4.563312","192.168.79.132","192.168.79.131","TCP","60","2374  >  80 [SYN] Seq=0 Win=512 Len=0"
"867","4.564522","192.168.79.132","192.168.79.131","TCP","60","2375  >  80 [SYN] Seq=0 Win=512 Len=0"
"868","4.565741","192.168.79.132","192.168.79.131","TCP","60","2376  >  80 [SYN] Seq=0 Win=512 Len=0"
"869","4.567014","192.168.79.132","192.168.79.131","TCP","60","2377  >  80 [SYN] Seq=0 Win=512 Len=0"
"870","4.568662","192.168.79.132","192.168.79.131","TCP","60","2378  >  80 [SYN] Seq=0 Win=512 Len=0"
"871","4.569723","192.168.79.132","192.168.79.131","TCP","60","2379  >  80 [SYN] Seq=0 Win=512 Len=0"
"872","4.571741","192.168.79.132","192.168.79.131","TCP","60","2380  >  80 [SYN] Seq=0 Win=512 Len=0"
"873","4.572800","192.168.79.132","192.168.79.131","TCP","60","2381  >  80 [SYN] Seq=0 Win=512 Len=0"
"874","4.574126","192.168.79.132","192.168.79.131","TCP","60","2382  >  80 [SYN] Seq=0 Win=512 Len=0"
"875","4.575558","192.168.79.132","192.168.79.131","TCP","60","2383  >  80 [SYN] Seq=0 Win=512 Len=0"
"876","4.576784","192.168.79.132","192.168.79.131","TCP","60","2384  >  80 [SYN] Seq=0 Win=512 Len=0"
"877","4.577998","192.168.79.132","192.168.79.131","TCP","60","2385  >  80 [SYN] Seq=0 Win=512 Len=0"
"878","4.579260","192.168.79.132","192.168.79.131","TCP","60","2386  >  80 [SYN] Seq=0 Win=512 Len=0"
"879","4.580540","192.168.79.132","192.168.79.131","TCP","60","2387  >  80 [SYN] Seq=0 Win=512 Len=0"
"880","4.581803","192.168.79.132","192.168.79.131","TCP","60","2388  >  80 [SYN] Seq=0 Win=512 Len=0"
"881","4.583066","192.168.79.132","192.168.79.131","TCP","60","2389  >  80 [SYN] Seq=0 Win=512 Len=0"
"882","4.584357","192.168.79.132","192.168.79.131","TCP","60","2390  >  80 [SYN] Seq=0 Win=512 Len=0"
"883","4.585782","192.168.79.132","192.168.79.131","TCP","60","2391  >  80 [SYN] Seq=0 Win=512 Len=0"
"884","4.587568","192.168.79.132","192.168.79.131","TCP","60","2392  >  80 [SYN] Seq=0 Win=512 Len=0"
"885","4.588514","192.168.79.132","192.168.79.131","TCP","60","2393  >  80 [SYN] Seq=0 Win=512 Len=0"
"886","4.589990","192.168.79.132","192.168.79.131","TCP","60","2394  >  80 [SYN] Seq=0 Win=512 Len=0"
"887","4.591305","192.168.79.132","192.168.79.131","TCP","60","2395  >  80 [SYN] Seq=0 Win=512 Len=0"
"888","4.592680","192.168.79.132","192.168.79.131","TCP","60","2396  >  80 [SYN] Seq=0 Win=512 Len=0"
"889","4.594131","192.168.79.132","192.168.79.131","TCP","60","2397  >  80 [SYN] Seq=0 Win=512 Len=0"
"890","4.595502","192.168.79.132","192.168.79.131","TCP","60","2398  >  80 [SYN] Seq=0 Win=512 Len=0"
"891","4.596726","192.168.79.132","192.168.79.131","TCP","60","2399  >  80 [SYN] Seq=0 Win=512 Len=0"
"892","4.598068","192.168.79.132","192.168.79.131","TCP","60","2400  >  80 [SYN] Seq=0 Win=512 Len=0"
"893","4.599778","192.168.79.132","192.168.79.131","TCP","60","2401  >  80 [SYN] Seq=0 Win=512 Len=0"
"894","4.603840","192.168.79.132","192.168.79.131","TCP","60","2402  >  80 [SYN] Seq=0 Win=512 Len=0"
"895","4.603840","192.168.79.132","192.168.79.131","TCP","60","2403  >  80 [SYN] Seq=0 Win=512 Len=0"
"896","4.603840","192.168.79.132","192.168.79.131","TCP","60","2404  >  80 [SYN] Seq=0 Win=512 Len=0"
"897","4.605286","192.168.79.132","192.168.79.131","TCP","60","2405  >  80 [SYN] Seq=0 Win=512 Len=0"
"898","4.606836","192.168.79.132","192.168.79.131","TCP","60","2406  >  80 [SYN] Seq=0 Win=512 Len=0"
"899","4.608125","192.168.79.132","192.168.79.131","TCP","60","2407  >  80 [SYN] Seq=0 Win=512 Len=0"
"900","4.609209","192.168.79.132","192.168.79.131","TCP","60","2408  >  80 [SYN] Seq=0 Win=512 Len=0"
"901","4.610457","192.168.79.132","192.168.79.131","TCP","60","2409  >  80 [SYN] Seq=0 Win=512 Len=0"
"902","4.611729","192.168.79.132","192.168.79.131","TCP","60","2410  >  80 [SYN] Seq=0 Win=512 Len=0"
"903","4.612944","192.168.79.132","192.168.79.131","TCP","60","2411  >  80 [SYN] Seq=0 Win=512 Len=0"
"904","4.614042","192.168.79.132","192.168.79.131","TCP","60","2412  >  80 [SYN] Seq=0 Win=512 Len=0"
"905","4.615281","192.168.79.132","192.168.79.131","TCP","60","2413  >  80 [SYN] Seq=0 Win=512 Len=0"
"906","4.616453","192.168.79.132","192.168.79.131","TCP","60","2414  >  80 [SYN] Seq=0 Win=512 Len=0"
"907","4.617574","192.168.79.132","192.168.79.131","TCP","60","2415  >  80 [SYN] Seq=0 Win=512 Len=0"
"908","4.619328","192.168.79.132","192.168.79.131","TCP","60","2416  >  80 [SYN] Seq=0 Win=512 Len=0"
"909","4.620541","192.168.79.132","192.168.79.131","TCP","60","2417  >  80 [SYN] Seq=0 Win=512 Len=0"
"910","4.622681","192.168.79.132","192.168.79.131","TCP","60","2418  >  80 [SYN] Seq=0 Win=512 Len=0"
"911","4.628227","192.168.79.132","192.168.79.131","TCP","60","2419  >  80 [SYN] Seq=0 Win=512 Len=0"
"912","4.629556","192.168.79.132","192.168.79.131","TCP","60","2420  >  80 [SYN] Seq=0 Win=512 Len=0"
"913","4.630884","192.168.79.132","192.168.79.131","TCP","60","2421  >  80 [SYN] Seq=0 Win=512 Len=0"
"914","4.632282","192.168.79.132","192.168.79.131","TCP","60","2422  >  80 [SYN] Seq=0 Win=512 Len=0"
"915","4.633703","192.168.79.132","192.168.79.131","TCP","60","2423  >  80 [SYN] Seq=0 Win=512 Len=0"
"916","4.635252","192.168.79.132","192.168.79.131","TCP","60","2424  >  80 [SYN] Seq=0 Win=512 Len=0"
"917","4.636418","192.168.79.132","192.168.79.131","TCP","60","2425  >  80 [SYN] Seq=0 Win=512 Len=0"
"918","4.637780","192.168.79.132","192.168.79.131","TCP","60","2426  >  80 [SYN] Seq=0 Win=512 Len=0"
"919","4.639110","192.168.79.132","192.168.79.131","TCP","60","2427  >  80 [SYN] Seq=0 Win=512 Len=0"
"920","4.640520","192.168.79.132","192.168.79.131","TCP","60","2428  >  80 [SYN] Seq=0 Win=512 Len=0"
"921","4.641890","192.168.79.132","192.168.79.131","TCP","60","2429  >  80 [SYN] Seq=0 Win=512 Len=0"
"922","4.643234","192.168.79.132","192.168.79.131","TCP","60","2430  >  80 [SYN] Seq=0 Win=512 Len=0"
"923","4.644523","192.168.79.132","192.168.79.131","TCP","60","2431  >  80 [SYN] Seq=0 Win=512 Len=0"
"924","4.645859","192.168.79.132","192.168.79.131","TCP","60","2432  >  80 [SYN] Seq=0 Win=512 Len=0"
"925","4.647138","192.168.79.132","192.168.79.131","TCP","60","2433  >  80 [SYN] Seq=0 Win=512 Len=0"
"926","4.648445","192.168.79.132","192.168.79.131","TCP","60","2434  >  80 [SYN] Seq=0 Win=512 Len=0"
"927","4.649777","192.168.79.132","192.168.79.131","TCP","60","2435  >  80 [SYN] Seq=0 Win=512 Len=0"
"928","4.651071","192.168.79.132","192.168.79.131","TCP","60","2436  >  80 [SYN] Seq=0 Win=512 Len=0"
"929","4.652244","192.168.79.132","192.168.79.131","TCP","60","2437  >  80 [SYN] Seq=0 Win=512 Len=0"
"930","4.653766","192.168.79.132","192.168.79.131","TCP","60","2438  >  80 [SYN] Seq=0 Win=512 Len=0"
"931","4.655226","192.168.79.132","192.168.79.131","TCP","60","2439  >  80 [SYN] Seq=0 Win=512 Len=0"
"932","4.656608","192.168.79.132","192.168.79.131","TCP","60","2440  >  80 [SYN] Seq=0 Win=512 Len=0"
"933","4.657972","192.168.79.132","192.168.79.131","TCP","60","2441  >  80 [SYN] Seq=0 Win=512 Len=0"
"934","4.659354","192.168.79.132","192.168.79.131","TCP","60","2442  >  80 [SYN] Seq=0 Win=512 Len=0"
"935","4.660714","192.168.79.132","192.168.79.131","TCP","60","2443  >  80 [SYN] Seq=0 Win=512 Len=0"
"936","4.662053","192.168.79.132","192.168.79.131","TCP","60","2444  >  80 [SYN] Seq=0 Win=512 Len=0"
"937","4.663312","192.168.79.132","192.168.79.131","TCP","60","2445  >  80 [SYN] Seq=0 Win=512 Len=0"
"938","4.664706","192.168.79.132","192.168.79.131","TCP","60","2446  >  80 [SYN] Seq=0 Win=512 Len=0"
"939","4.665929","192.168.79.132","192.168.79.131","TCP","60","2447  >  80 [SYN] Seq=0 Win=512 Len=0"
"940","4.667275","192.168.79.132","192.168.79.131","TCP","60","2448  >  80 [SYN] Seq=0 Win=512 Len=0"
"941","4.668828","192.168.79.132","192.168.79.131","TCP","60","2449  >  80 [SYN] Seq=0 Win=512 Len=0"
"942","4.669942","192.168.79.132","192.168.79.131","TCP","60","2450  >  80 [SYN] Seq=0 Win=512 Len=0"
"943","4.671290","192.168.79.132","192.168.79.131","TCP","60","2451  >  80 [SYN] Seq=0 Win=512 Len=0"
"944","4.672439","192.168.79.132","192.168.79.131","TCP","60","2452  >  80 [SYN] Seq=0 Win=512 Len=0"
"945","4.673656","192.168.79.132","192.168.79.131","TCP","60","2453  >  80 [SYN] Seq=0 Win=512 Len=0"
"946","4.674673","192.168.79.132","192.168.79.131","TCP","60","2454  >  80 [SYN] Seq=0 Win=512 Len=0"
"947","4.675993","192.168.79.132","192.168.79.131","TCP","60","2455  >  80 [SYN] Seq=0 Win=512 Len=0"
"948","4.677079","192.168.79.132","192.168.79.131","TCP","60","2456  >  80 [SYN] Seq=0 Win=512 Len=0"
"949","4.678148","192.168.79.132","192.168.79.131","TCP","60","2457  >  80 [SYN] Seq=0 Win=512 Len=0"
"950","4.679236","192.168.79.132","192.168.79.131","TCP","60","2458  >  80 [SYN] Seq=0 Win=512 Len=0"
"951","4.680382","192.168.79.132","192.168.79.131","TCP","60","2459  >  80 [SYN] Seq=0 Win=512 Len=0"
"952","4.681316","192.168.79.132","192.168.79.131","TCP","60","2460  >  80 [SYN] Seq=0 Win=512 Len=0"
"953","4.683041","192.168.79.132","192.168.79.131","TCP","60","2461  >  80 [SYN] Seq=0 Win=512 Len=0"
"954","4.683940","192.168.79.132","192.168.79.131","TCP","60","2462  >  80 [SYN] Seq=0 Win=512 Len=0"
"955","4.685271","192.168.79.132","192.168.79.131","TCP","60","2463  >  80 [SYN] Seq=0 Win=512 Len=0"
"956","4.686203","192.168.79.132","192.168.79.131","TCP","60","2464  >  80 [SYN] Seq=0 Win=512 Len=0"
"957","4.687314","192.168.79.132","192.168.79.131","TCP","60","2465  >  80 [SYN] Seq=0 Win=512 Len=0"
"958","4.688611","192.168.79.132","192.168.79.131","TCP","60","2466  >  80 [SYN] Seq=0 Win=512 Len=0"
"959","4.689761","192.168.79.132","192.168.79.131","TCP","60","2467  >  80 [SYN] Seq=0 Win=512 Len=0"
"960","4.690889","192.168.79.132","192.168.79.131","TCP","60","2468  >  80 [SYN] Seq=0 Win=512 Len=0"
"961","4.691975","192.168.79.132","192.168.79.131","TCP","60","2469  >  80 [SYN] Seq=0 Win=512 Len=0"
"962","4.692909","192.168.79.132","192.168.79.131","TCP","60","2470  >  80 [SYN] Seq=0 Win=512 Len=0"
"963","4.694226","192.168.79.132","192.168.79.131","TCP","60","2471  >  80 [SYN] Seq=0 Win=512 Len=0"
"964","4.695449","192.168.79.132","192.168.79.131","TCP","60","2472  >  80 [SYN] Seq=0 Win=512 Len=0"
"965","4.697030","192.168.79.132","192.168.79.131","TCP","60","2473  >  80 [SYN] Seq=0 Win=512 Len=0"
"966","4.698106","192.168.79.132","192.168.79.131","TCP","60","2474  >  80 [SYN] Seq=0 Win=512 Len=0"
"967","4.699161","192.168.79.132","192.168.79.131","TCP","60","2475  >  80 [SYN] Seq=0 Win=512 Len=0"
"968","4.700272","192.168.79.132","192.168.79.131","TCP","60","2476  >  80 [SYN] Seq=0 Win=512 Len=0"
"969","4.701831","192.168.79.132","192.168.79.131","TCP","60","2477  >  80 [SYN] Seq=0 Win=512 Len=0"
"970","4.702820","192.168.79.132","192.168.79.131","TCP","60","2478  >  80 [SYN] Seq=0 Win=512 Len=0"
"971","4.704157","192.168.79.132","192.168.79.131","TCP","60","2479  >  80 [SYN] Seq=0 Win=512 Len=0"
"972","4.705256","192.168.79.132","192.168.79.131","TCP","60","2480  >  80 [SYN] Seq=0 Win=512 Len=0"
"973","4.706355","192.168.79.132","192.168.79.131","TCP","60","2481  >  80 [SYN] Seq=0 Win=512 Len=0"
"974","4.707604","192.168.79.132","192.168.79.131","TCP","60","2482  >  80 [SYN] Seq=0 Win=512 Len=0"
"975","4.708751","192.168.79.132","192.168.79.131","TCP","60","2483  >  80 [SYN] Seq=0 Win=512 Len=0"
"976","4.709854","192.168.79.132","192.168.79.131","TCP","60","2484  >  80 [SYN] Seq=0 Win=512 Len=0"
"977","4.710961","192.168.79.132","192.168.79.131","TCP","60","2485  >  80 [SYN] Seq=0 Win=512 Len=0"
