"No.","Time","Source","Destination","Protocol","Length","Info"
"177","5.392410700","192.168.79.132","192.168.79.131","TCP","60","62407  >  1277 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"178","5.395138700","192.168.79.132","192.168.79.131","TCP","60","62407  >  60443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"179","5.473844600","192.168.79.132","192.168.79.131","TCP","60","62409  >  2001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"180","5.476641800","192.168.79.132","192.168.79.131","TCP","60","62409  >  801 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"181","5.479487800","192.168.79.132","192.168.79.131","TCP","60","62409  >  5915 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"182","5.484017000","192.168.79.132","192.168.79.131","TCP","60","62409  >  7676 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"183","5.487187700","192.168.79.132","192.168.79.131","TCP","60","62409  >  5033 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"184","5.490079800","192.168.79.132","192.168.79.131","TCP","60","62409  >  63331 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"185","5.492583300","192.168.79.132","192.168.79.131","TCP","60","62409  >  32770 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"186","5.492583300","192.168.79.132","192.168.79.131","TCP","60","62409  >  5963 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"187","5.494968700","192.168.79.132","192.168.79.131","TCP","60","62409  >  1277 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"188","5.497260200","192.168.79.132","192.168.79.131","TCP","60","62409  >  60443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"189","5.574845300","192.168.79.132","192.168.79.131","TCP","60","62407  >  2251 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"190","5.576875400","192.168.79.132","192.168.79.131","TCP","60","62407  >  1045 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"191","5.579708100","192.168.79.132","192.168.79.131","TCP","60","62407  >  497 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"192","5.584279500","192.168.79.132","192.168.79.131","TCP","60","62407  >  9099 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"193","5.588119300","192.168.79.132","192.168.79.131","TCP","60","62407  >  1108 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"194","5.590716100","192.168.79.132","192.168.79.131","TCP","60","62407  >  1131 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"195","5.592943000","192.168.79.132","192.168.79.131","TCP","60","62407  >  34572 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"196","5.593494600","192.168.79.132","192.168.79.131","TCP","60","62407  >  27000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"197","5.596613400","192.168.79.132","192.168.79.131","TCP","60","62407  >  6969 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"198","5.599089000","192.168.79.132","192.168.79.131","TCP","60","62407  >  9594 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"199","5.675384200","192.168.79.132","192.168.79.131","TCP","60","62409  >  2251 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"200","5.678149900","192.168.79.132","192.168.79.131","TCP","60","62409  >  1045 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"201","5.680625800","192.168.79.132","192.168.79.131","TCP","60","62409  >  497 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
